attendance,cgpa,avg_current_grade,certificates,internships,department,year,gender,residence,school_type,extra_curricular,library_usage,project_involvement,activity_score,gpa_sem1,gpa_sem2,grade_trend,risk_level
98,7.5,9.38,1.35,2,EE,3rd,F,Rural,Private,0,21,0,1.68,7.28,7.8,0.52,0
89,5.8,6.0,4.4,6,CS,3rd,M,Rural,Government,3,16,1,5.2,6.86,7.78,0.92,0
68,6.7,9.67,7.02,0,EE,2nd,F,Urban,Government,10,17,1,3.51,7.96,7.87,-0.09,1
50,6.62,4.08,1.35,2,IT,3rd,F,Rural,Private,8,20,1,1.68,6.62,5.63,-0.99,1
54,7.94,6.09,5.98,0,ME,4th,M,Rural,Government,5,18,0,2.99,8.18,6.75,-1.43,1
76,5.33,4.79,7.99,10,EE,2nd,M,Rural,Private,5,1,0,9.0,6.01,7.87,1.86,1
65,9.15,4.76,5.96,8,BIO,2nd,M,Urban,Private,4,24,0,6.98,8.79,6.24,-2.55,1
55,7.81,8.89,5.11,8,CS,4th,F,Rural,Government,2,6,0,6.56,8.91,7.52,-1.39,0
89,8.35,9.51,8.38,0,BIO,3rd,M,Urban,Government,1,16,0,4.19,7.89,7.79,-0.1,0
62,8.52,8.67,9.85,10,ME,4th,F,Urban,Private,8,14,1,9.93,6.85,9.71,2.86,0
97,6.46,9.86,1.81,8,BIO,3rd,M,Rural,Government,8,15,1,4.9,5.07,6.23,1.16,0
84,7.35,5.3,6.91,8,IT,3rd,F,Rural,Private,6,16,1,7.46,5.61,7.2,1.59,0
68,9.78,4.84,0.81,8,IT,3rd,F,Rural,Private,1,2,1,4.4,5.4,9.91,4.51,1
61,8.83,7.12,0.43,4,CE,4th,M,Urban,Private,3,9,1,2.22,5.05,5.93,0.88,1
65,9.85,8.97,2.81,10,ME,4th,F,Urban,Private,10,5,1,6.4,8.61,8.9,0.29,0
92,8.73,4.24,9.71,4,EE,1st,F,Rural,Private,7,1,1,6.86,9.78,5.89,-3.89,0
59,5.88,9.97,5.52,0,IT,4th,M,Rural,Private,9,10,1,2.76,5.06,9.25,4.19,2
74,5.32,7.61,2.68,0,EE,2nd,F,Urban,Private,5,7,0,1.34,5.56,7.44,1.88,2
69,7.89,9.87,1.33,6,EE,2nd,F,Rural,Government,4,13,0,3.66,9.3,9.86,0.56,1
80,6.79,6.19,9.2,4,CS,2nd,F,Urban,Government,10,11,0,6.6,8.44,5.85,-2.59,0
53,6.38,6.75,3.62,0,BIO,2nd,F,Rural,Private,9,19,0,1.81,7.02,8.44,1.42,1
93,9.04,8.51,3.07,4,EE,1st,F,Rural,Government,1,23,0,3.54,9.96,8.48,-1.48,0
72,6.83,8.76,8.58,6,CE,4th,F,Rural,Government,0,6,1,7.29,7.87,8.59,0.72,0
51,6.59,5.4,6.04,0,ME,4th,M,Urban,Private,0,17,1,3.02,8.35,5.5,-2.85,2
71,9.25,9.58,1.69,0,ME,3rd,M,Rural,Private,0,24,1,0.84,8.27,6.44,-1.83,1
86,9.23,9.2,4.22,0,CS,4th,M,Rural,Government,10,4,1,2.11,6.11,6.69,0.58,0
57,6.78,4.11,9.28,0,CE,3rd,F,Urban,Private,5,5,0,4.64,7.44,6.62,-0.82,2
56,9.16,4.77,9.01,2,BIO,3rd,M,Urban,Government,3,12,0,5.5,6.08,8.38,2.3,1
63,9.25,6.98,0.7,10,CE,2nd,M,Urban,Private,10,1,0,5.35,7.55,5.27,-2.28,1
52,7.12,6.77,2.69,10,ME,1st,F,Urban,Private,8,18,0,6.34,5.15,8.65,3.5,0
99,5.33,8.25,1.55,4,CE,1st,M,Urban,Private,8,7,1,2.78,6.91,7.63,0.72,1
65,5.01,4.54,5.34,4,BIO,4th,M,Urban,Private,2,10,1,4.67,6.86,5.86,-1.0,2
68,7.62,7.87,7.5,4,IT,3rd,F,Urban,Government,5,20,1,5.75,6.46,6.13,-0.33,0
67,6.72,7.7,2.96,6,EE,2nd,M,Urban,Private,5,15,1,4.48,5.4,5.49,0.09,0
65,9.99,5.4,7.58,2,EE,3rd,M,Rural,Private,9,0,1,4.79,8.85,7.3,-1.55,1
57,8.86,7.25,6.69,4,ME,2nd,M,Rural,Private,9,24,1,5.35,7.1,7.97,0.87,0
82,8.81,5.33,7.28,4,ME,3rd,M,Rural,Government,0,15,0,5.64,9.07,7.9,-1.17,0
98,9.78,4.88,9.48,0,BIO,4th,M,Rural,Government,8,11,1,4.74,9.18,9.81,0.63,1
61,9.44,7.44,4.25,0,CE,4th,M,Urban,Private,3,16,0,2.12,6.07,6.48,0.41,1
60,6.59,9.86,3.43,0,BIO,3rd,F,Urban,Private,5,8,1,1.72,7.11,8.81,1.7,1
54,5.83,5.42,6.84,4,CS,1st,F,Urban,Private,9,5,0,5.42,8.6,8.62,0.02,2
76,8.73,6.13,8.08,0,ME,2nd,M,Urban,Private,7,6,0,4.04,7.5,5.31,-2.19,0
61,6.89,5.54,1.91,4,ME,1st,M,Urban,Government,0,12,0,2.96,9.28,9.65,0.37,1
66,7.37,5.6,8.47,6,ME,1st,M,Rural,Government,7,16,0,7.24,7.86,9.66,1.8,1
55,8.15,6.43,0.58,6,BIO,3rd,F,Rural,Private,5,9,1,3.29,8.15,6.98,-1.17,1
82,9.54,8.21,0.06,8,BIO,2nd,M,Urban,Private,0,10,0,4.03,8.94,7.09,-1.85,0
54,7.1,4.23,1.58,2,CE,2nd,F,Rural,Government,8,13,1,1.79,5.61,9.1,3.49,1
77,8.92,9.74,9.79,0,IT,4th,F,Urban,Private,8,16,1,4.89,7.92,7.48,-0.44,0
63,6.34,4.28,5.24,10,ME,3rd,M,Urban,Private,9,15,0,7.62,5.43,9.0,3.57,1
54,8.49,9.29,0.47,0,IT,3rd,F,Rural,Government,7,4,0,0.24,6.3,5.18,-1.12,1
82,5.01,9.37,9.97,2,BIO,3rd,M,Rural,Private,6,17,1,5.98,6.06,6.25,0.19,0
99,9.36,7.15,7.45,2,CE,4th,F,Urban,Government,0,10,1,4.72,7.84,5.46,-2.38,0
97,5.15,4.82,8.38,8,BIO,4th,M,Rural,Private,10,9,1,8.19,9.22,7.27,-1.95,1
90,8.56,7.39,2.13,2,CS,2nd,M,Urban,Private,0,20,0,2.06,5.66,9.27,3.61,0
68,5.23,7.77,1.05,4,EE,4th,F,Urban,Government,7,20,1,2.52,8.84,7.85,-0.99,1
71,6.33,9.15,5.15,0,EE,3rd,M,Rural,Government,9,21,0,2.58,5.72,7.6,1.88,1
54,7.49,7.31,7.72,2,BIO,3rd,F,Urban,Government,7,24,0,4.86,5.95,6.83,0.88,0
51,7.1,6.46,6.38,4,EE,1st,M,Urban,Government,0,5,0,5.19,9.58,5.32,-4.26,0
79,5.96,9.03,6.31,2,EE,4th,F,Rural,Government,7,9,0,4.15,5.05,8.83,3.78,0
96,6.67,9.89,7.57,10,CE,3rd,M,Urban,Government,7,10,0,8.78,5.99,7.85,1.86,0
88,8.64,7.87,2.27,4,EE,3rd,M,Urban,Private,9,0,0,3.14,6.08,9.65,3.57,0
53,8.35,9.25,6.62,6,CE,2nd,M,Rural,Private,9,4,1,6.31,6.41,7.16,0.75,0
82,5.36,7.59,3.92,4,CS,4th,F,Rural,Government,2,1,1,3.96,6.82,7.01,0.19,0
62,8.74,8.14,0.7,8,ME,3rd,F,Rural,Private,0,10,1,4.35,5.52,9.87,4.35,1
69,5.27,8.13,2.02,4,ME,2nd,M,Urban,Private,2,13,0,3.01,7.34,5.71,-1.63,1
56,7.71,8.23,7.94,2,ME,1st,M,Urban,Government,7,23,1,4.97,7.0,6.26,-0.74,0
64,6.3,5.93,8.96,6,CE,1st,M,Rural,Private,7,12,0,7.48,8.12,7.44,-0.68,1
72,7.94,7.45,2.83,6,CE,2nd,F,Rural,Government,6,22,1,4.42,9.34,7.62,-1.72,0
63,6.31,7.56,1.9,4,CE,4th,M,Urban,Government,1,10,1,2.95,6.49,7.74,1.25,1
72,9.92,5.89,0.27,2,CS,3rd,M,Rural,Government,4,5,1,1.14,7.73,6.06,-1.67,1
68,6.55,6.1,9.48,6,IT,4th,M,Urban,Government,9,1,1,7.74,6.86,9.63,2.77,0
78,6.21,8.57,6.84,10,CE,2nd,F,Urban,Government,7,18,0,8.42,5.2,8.52,3.32,0
69,6.39,7.5,9.57,4,CE,3rd,M,Rural,Government,2,24,1,6.78,9.11,6.29,-2.82,0
78,9.48,4.9,8.64,4,ME,3rd,M,Urban,Government,5,8,0,6.32,8.17,6.47,-1.7,0
73,8.18,9.03,3.4,4,BIO,3rd,F,Rural,Government,1,22,0,3.7,5.01,9.4,4.39,0
67,8.65,9.3,1.13,6,EE,4th,M,Urban,Private,7,17,0,3.56,6.25,6.9,0.65,1
59,9.59,6.8,4.99,0,EE,4th,F,Urban,Government,8,13,0,2.5,6.54,7.78,1.24,1
90,9.56,5.25,0.27,2,CS,2nd,F,Urban,Private,0,12,1,1.14,9.06,5.6,-3.46,1
57,8.69,9.69,1.5,8,EE,1st,F,Rural,Government,3,11,1,4.75,8.8,6.26,-2.54,1
75,5.99,9.29,2.33,8,IT,2nd,F,Urban,Private,5,11,0,5.16,6.98,7.08,0.1,0
78,9.22,5.47,6.66,2,ME,3rd,F,Urban,Government,1,12,1,4.33,5.79,8.28,2.49,0
59,6.02,4.57,5.1,0,CS,2nd,M,Rural,Government,5,6,1,2.55,6.93,6.4,-0.53,2
66,8.71,6.64,3.02,2,EE,1st,M,Rural,Private,10,15,0,2.51,9.05,9.75,0.7,0
51,8.43,8.06,5.65,4,EE,2nd,M,Urban,Private,6,16,0,4.82,7.26,6.1,-1.16,0
55,8.79,5.05,1.25,10,BIO,1st,M,Rural,Government,5,8,1,5.62,5.58,8.89,3.31,1
54,7.66,7.08,7.56,2,ME,1st,M,Urban,Government,9,13,1,4.78,5.19,6.82,1.63,0
77,8.19,6.55,7.12,2,CS,3rd,M,Urban,Private,9,8,1,4.56,6.67,9.17,2.5,0
90,9.77,9.34,2.17,10,ME,1st,M,Urban,Government,10,5,1,6.08,5.74,9.62,3.88,0
54,5.51,6.58,6.06,6,CS,4th,M,Urban,Private,7,0,0,6.03,8.73,5.94,-2.79,1
67,6.54,7.2,5.03,8,EE,2nd,F,Urban,Government,4,23,1,6.52,6.39,7.46,1.07,0
75,8.06,9.73,0.61,8,ME,2nd,M,Urban,Government,2,21,1,4.3,9.39,5.77,-3.62,0
69,9.82,5.8,2.78,4,ME,4th,M,Rural,Private,1,24,0,3.39,8.09,8.53,0.44,1
90,5.48,5.73,9.99,10,IT,4th,F,Urban,Government,1,24,1,10.0,6.97,9.16,2.19,1
98,5.11,8.8,1.0,4,BIO,3rd,M,Urban,Government,1,22,0,2.5,8.05,6.95,-1.1,1
76,5.28,5.67,5.06,6,ME,2nd,F,Rural,Government,9,19,0,5.53,6.48,6.98,0.5,1
98,5.26,8.99,8.49,4,CS,4th,M,Urban,Private,4,0,1,6.24,5.71,6.02,0.31,0
61,9.54,4.57,3.01,10,IT,3rd,M,Urban,Government,9,18,1,6.5,9.82,6.53,-3.29,1
56,8.61,4.67,2.61,10,ME,2nd,F,Urban,Private,3,21,0,6.3,7.82,6.62,-1.2,1
52,8.39,9.41,8.91,0,ME,2nd,M,Urban,Private,1,14,1,4.46,5.04,5.78,0.74,1
59,7.61,7.24,3.05,6,IT,4th,F,Rural,Private,4,16,1,4.53,6.55,6.55,0.0,0
83,8.91,8.31,6.51,10,EE,1st,F,Urban,Private,6,19,1,8.25,5.8,9.54,3.74,0
74,5.78,5.35,7.4,10,ME,1st,F,Rural,Government,4,23,1,8.7,6.29,6.63,0.34,2
84,6.96,5.0,7.89,6,CE,4th,M,Rural,Private,10,7,0,6.94,5.28,6.37,1.09,0
65,7.45,9.01,9.95,2,BIO,1st,F,Rural,Private,7,21,0,5.98,6.23,6.92,0.69,0
51,5.55,6.15,8.03,2,EE,2nd,F,Urban,Government,5,21,1,5.01,8.42,9.8,1.38,1
73,7.1,6.73,6.57,0,ME,3rd,M,Urban,Government,8,2,1,3.28,9.1,8.82,-0.28,1
59,6.58,4.17,8.95,10,EE,3rd,F,Rural,Private,9,22,0,9.48,6.74,6.01,-0.73,1
87,5.18,6.32,9.06,6,CS,4th,F,Rural,Private,4,11,1,7.53,7.61,8.76,1.15,0
71,5.68,8.62,9.73,6,EE,3rd,M,Urban,Government,7,23,1,7.86,5.21,8.83,3.62,1
75,8.82,8.93,7.76,2,IT,4th,M,Urban,Government,5,14,1,4.88,5.45,9.75,4.3,0
92,5.09,8.19,1.95,8,ME,1st,M,Urban,Government,6,17,0,4.97,7.76,9.46,1.7,1
88,9.67,8.15,7.1,8,EE,2nd,F,Urban,Private,7,12,1,7.55,9.2,5.48,-3.72,0
76,5.43,7.04,0.75,10,CE,1st,F,Urban,Private,3,4,0,5.38,5.44,7.27,1.83,1
78,9.0,7.23,3.18,2,CS,4th,M,Rural,Private,3,21,0,2.59,7.09,8.51,1.42,0
96,9.49,8.46,1.16,10,CS,2nd,F,Rural,Government,10,16,1,5.58,9.85,9.87,0.02,0
87,9.71,5.48,9.5,4,EE,2nd,F,Rural,Private,5,20,0,6.75,8.69,5.43,-3.26,0
69,9.34,5.39,3.39,6,IT,2nd,M,Urban,Private,1,2,0,4.7,5.99,6.84,0.85,1
76,6.44,9.7,7.13,10,CS,1st,M,Rural,Government,8,18,1,8.56,6.43,7.46,1.03,0
90,6.67,4.17,5.71,0,EE,2nd,M,Urban,Private,7,5,0,2.86,9.74,7.07,-2.67,1
69,7.13,4.84,1.08,8,EE,1st,F,Rural,Government,1,16,0,4.54,6.1,7.28,1.18,1
93,5.7,7.42,5.61,10,CS,1st,M,Urban,Government,0,4,1,7.8,7.2,6.85,-0.35,0
68,5.11,8.43,6.61,4,EE,2nd,F,Rural,Government,9,20,0,5.3,6.78,9.85,3.07,1
69,9.35,7.23,8.82,6,EE,4th,M,Rural,Government,3,4,1,7.41,7.45,9.02,1.57,0
84,7.77,6.13,0.7,4,BIO,2nd,F,Urban,Private,10,18,0,2.35,6.18,8.68,2.5,0
96,8.04,9.87,2.96,10,CE,2nd,M,Urban,Private,3,21,1,6.48,8.34,7.05,-1.29,0
51,9.63,8.22,6.92,6,EE,1st,F,Rural,Government,1,10,1,6.46,6.17,9.41,3.24,0
79,8.33,8.99,0.34,6,BIO,2nd,F,Rural,Private,4,0,0,3.17,8.01,5.47,-2.54,0
83,8.45,4.24,2.04,2,BIO,4th,F,Urban,Private,2,12,0,2.02,6.79,5.72,-1.07,0
71,8.93,5.42,2.19,2,EE,2nd,F,Urban,Government,2,16,1,2.09,6.26,9.77,3.51,1
52,5.58,6.25,6.69,0,IT,4th,F,Urban,Private,9,10,1,3.34,8.48,7.83,-0.65,2
55,6.8,5.1,2.86,0,CS,3rd,F,Rural,Government,2,17,1,1.43,9.83,5.8,-4.03,2
64,9.84,4.44,6.0,4,BIO,3rd,F,Rural,Private,3,3,1,5.0,9.35,9.75,0.4,1
76,9.61,5.35,9.65,2,BIO,3rd,M,Urban,Private,10,24,0,5.82,5.43,9.87,4.44,0
59,9.42,7.2,7.93,6,IT,2nd,F,Rural,Government,4,9,0,6.96,7.27,9.41,2.14,0
58,7.26,8.17,3.33,2,ME,1st,F,Urban,Government,3,23,0,2.66,8.47,6.19,-2.28,0
82,9.29,8.64,4.72,6,IT,4th,F,Rural,Government,8,10,0,5.36,7.81,6.39,-1.42,0
81,5.24,4.26,2.01,2,ME,3rd,F,Urban,Private,3,17,1,2.0,8.63,7.03,-1.6,1
97,5.74,6.57,0.16,6,ME,4th,F,Urban,Private,10,0,0,3.08,9.88,7.9,-1.98,1
55,7.07,4.73,2.9,4,IT,1st,M,Rural,Private,6,3,1,3.45,6.71,9.96,3.25,1
90,7.42,6.59,3.69,2,CE,4th,M,Urban,Government,9,4,0,2.84,8.85,9.78,0.93,0
85,6.32,6.6,5.64,8,IT,4th,M,Urban,Private,10,1,0,6.82,5.47,9.61,4.14,0
51,6.78,6.99,9.44,8,BIO,3rd,F,Rural,Government,4,21,0,8.72,9.35,5.45,-3.9,0
78,5.81,9.36,9.48,6,CS,4th,F,Rural,Government,9,23,1,7.74,8.89,8.79,-0.1,0
53,7.45,8.83,0.7,4,IT,3rd,F,Rural,Government,8,11,0,2.35,7.6,9.38,1.78,1
50,8.97,7.82,6.15,6,CE,1st,M,Rural,Private,8,10,0,6.08,9.11,6.67,-2.44,0
68,8.31,9.31,0.42,4,IT,3rd,M,Urban,Government,7,20,0,2.21,8.33,6.1,-2.23,1
75,5.54,8.07,6.48,0,CE,4th,M,Urban,Private,5,15,0,3.24,7.76,8.74,0.98,1
74,7.44,8.91,1.18,2,CS,1st,F,Urban,Government,10,3,1,1.59,9.73,5.45,-4.28,1
59,8.49,7.38,9.46,4,EE,2nd,F,Urban,Government,5,6,1,6.73,5.65,9.7,4.05,0
64,7.65,7.15,8.64,6,CE,2nd,F,Urban,Private,1,20,0,7.32,9.96,5.78,-4.18,0
71,6.96,8.34,0.22,0,CE,1st,F,Rural,Government,6,23,1,0.11,5.77,7.29,1.52,1
97,8.11,4.12,7.82,6,BIO,1st,M,Rural,Private,8,22,1,6.91,7.4,9.91,2.51,0
70,9.84,8.14,6.36,8,CE,4th,M,Urban,Government,8,20,1,7.18,6.16,9.94,3.78,0
71,5.47,9.61,4.95,8,CS,2nd,M,Rural,Private,1,12,0,6.48,6.36,8.88,2.52,1
85,6.95,8.28,6.03,2,ME,1st,M,Rural,Government,8,13,0,4.02,8.16,9.2,1.04,0
83,7.03,4.22,6.78,10,CE,2nd,M,Rural,Government,6,10,1,8.39,5.17,9.84,4.67,0
79,7.88,6.27,8.84,2,CS,2nd,F,Rural,Government,4,7,1,5.42,9.7,9.64,-0.06,0
74,5.76,8.86,7.67,0,BIO,4th,M,Rural,Private,4,0,0,3.84,6.4,8.11,1.71,2
94,5.88,9.75,5.75,8,BIO,1st,F,Urban,Government,5,7,0,6.88,6.36,8.67,2.31,0
77,6.43,6.22,8.25,4,EE,3rd,F,Rural,Government,7,18,1,6.12,9.32,7.97,-1.35,0
50,9.78,9.05,9.87,8,CE,1st,M,Urban,Private,1,16,1,8.93,8.82,7.53,-1.29,0
98,8.67,9.18,3.0,10,ME,2nd,M,Urban,Private,2,8,1,6.5,8.36,9.4,1.04,0
94,8.31,4.74,1.18,2,CS,3rd,F,Urban,Private,9,12,0,1.59,5.73,8.69,2.96,1
53,9.08,9.07,7.31,6,EE,3rd,F,Urban,Private,6,21,0,6.65,8.85,9.3,0.45,0
56,5.64,5.95,9.79,0,ME,2nd,F,Urban,Government,2,14,1,4.89,6.8,5.48,-1.32,2
98,9.3,7.56,1.17,10,EE,3rd,F,Rural,Government,0,12,1,5.58,9.97,7.88,-2.09,0
58,7.97,7.23,4.32,8,ME,3rd,M,Urban,Government,5,7,1,6.16,8.36,6.65,-1.71,0
85,6.68,7.98,0.62,4,IT,1st,F,Urban,Government,6,11,0,2.31,9.18,7.57,-1.61,0
68,9.08,8.44,7.77,10,IT,2nd,M,Urban,Government,8,10,0,8.88,8.67,8.06,-0.61,0
50,9.01,6.65,9.49,4,IT,4th,M,Rural,Private,0,19,1,6.74,7.97,9.23,1.26,0
59,9.23,9.33,4.99,4,EE,3rd,M,Rural,Government,10,12,0,4.5,8.58,5.16,-3.42,0
85,5.58,8.86,4.1,0,IT,2nd,M,Rural,Private,8,15,0,2.05,7.99,5.82,-2.17,1
58,9.85,8.71,9.08,4,CS,1st,F,Rural,Government,9,1,0,6.54,5.26,9.61,4.35,0
94,9.8,6.75,1.33,4,CS,1st,F,Urban,Government,6,5,0,2.66,6.73,9.84,3.11,0
95,6.79,4.23,8.92,8,IT,1st,M,Urban,Private,7,15,1,8.46,6.58,5.28,-1.3,0
91,5.33,6.95,3.92,0,ME,3rd,F,Urban,Private,2,17,0,1.96,8.57,6.66,-1.91,1
81,5.84,9.39,5.59,6,ME,4th,M,Urban,Government,4,16,1,5.8,7.88,5.05,-2.83,0
81,9.96,5.14,5.28,6,EE,1st,M,Urban,Government,2,14,1,5.64,8.05,8.79,0.74,0
55,7.82,9.9,6.16,4,ME,4th,F,Rural,Government,6,6,1,5.08,9.23,8.41,-0.82,0
97,6.78,8.85,9.42,10,CE,2nd,F,Urban,Private,1,13,0,9.71,7.63,7.82,0.19,0
87,6.44,8.26,9.51,2,ME,1st,F,Rural,Government,5,6,0,5.76,6.09,8.46,2.37,0
66,6.28,8.06,8.31,0,CS,3rd,F,Urban,Private,9,5,1,4.16,5.06,7.69,2.63,1
59,8.32,7.52,1.92,2,BIO,1st,M,Rural,Private,1,11,1,1.96,5.8,6.19,0.39,1
99,7.1,8.32,3.34,0,ME,3rd,M,Rural,Private,8,1,1,1.67,5.15,8.77,3.62,0
76,9.83,6.53,4.88,0,EE,2nd,M,Rural,Private,5,20,1,2.44,6.19,8.92,2.73,0
99,8.42,9.07,9.05,8,ME,4th,F,Urban,Private,4,0,0,8.52,8.17,9.27,1.1,0
84,8.96,8.18,5.21,4,EE,4th,F,Rural,Private,5,17,0,4.61,5.76,9.77,4.01,0
70,6.46,8.63,9.77,8,CE,4th,M,Urban,Private,5,4,0,8.88,5.41,8.74,3.33,0
74,5.4,8.75,9.84,10,IT,1st,F,Urban,Government,5,20,0,9.92,9.85,5.27,-4.58,1
77,7.44,4.55,5.99,2,CE,1st,M,Rural,Private,9,6,1,4.0,9.98,5.1,-4.88,0
96,6.57,4.33,8.77,2,CS,2nd,M,Rural,Private,5,14,0,5.38,8.19,8.7,0.51,0
64,6.01,8.81,9.99,6,BIO,4th,M,Rural,Government,8,20,1,8.0,5.54,5.28,-0.26,0
53,9.76,5.56,8.5,10,CE,2nd,F,Rural,Government,6,5,0,9.25,9.11,6.58,-2.53,1
78,7.22,7.49,6.57,10,CE,3rd,F,Urban,Private,10,1,0,8.28,7.7,5.68,-2.02,0
58,5.87,6.66,8.45,8,CS,1st,M,Urban,Government,0,20,1,8.22,5.91,9.84,3.93,1
76,5.99,4.13,0.83,8,CS,4th,F,Urban,Government,9,23,1,4.42,7.88,6.58,-1.3,1
75,6.4,4.24,6.35,10,IT,1st,F,Rural,Private,8,16,1,8.18,5.2,5.28,0.08,0
68,10.0,8.96,2.17,8,IT,4th,F,Rural,Government,5,12,0,5.08,9.86,9.75,-0.11,0
77,6.34,7.65,1.16,6,ME,4th,M,Rural,Private,9,12,1,3.58,9.13,8.04,-1.09,0
66,6.64,7.14,8.93,8,EE,1st,F,Rural,Government,7,13,1,8.46,6.3,5.18,-1.12,0
92,8.3,9.67,6.4,8,CS,1st,F,Urban,Private,2,22,0,7.2,7.09,9.17,2.08,0
90,6.47,5.04,2.44,10,CE,2nd,F,Urban,Government,2,7,1,6.22,6.98,5.76,-1.22,0
91,6.08,5.55,3.87,10,CE,1st,M,Urban,Private,8,14,1,6.94,9.31,9.01,-0.3,0
99,5.79,8.54,9.73,8,IT,1st,M,Rural,Private,8,10,0,8.86,6.77,8.01,1.24,0
69,6.56,8.65,8.62,8,EE,1st,M,Rural,Private,4,12,1,8.31,5.24,5.89,0.65,0
94,5.53,6.43,0.16,10,CS,3rd,F,Rural,Private,4,20,1,5.08,6.07,8.76,2.69,1
89,5.09,9.71,9.8,2,IT,3rd,M,Rural,Government,2,19,1,5.9,6.08,7.27,1.19,0
88,9.02,9.63,3.69,4,EE,3rd,F,Rural,Private,6,0,1,3.84,9.75,8.19,-1.56,0
98,5.69,4.07,6.95,2,CS,2nd,M,Urban,Government,6,24,0,4.47,9.62,9.35,-0.27,1
72,8.88,5.03,7.13,8,CE,2nd,F,Rural,Government,2,1,1,7.56,6.5,6.3,-0.2,1
96,8.99,8.92,9.12,0,CE,4th,M,Urban,Private,7,10,1,4.56,5.01,6.83,1.82,0
81,7.69,6.01,8.85,0,IT,2nd,M,Rural,Private,5,13,0,4.42,7.58,9.99,2.41,0
96,6.55,4.57,2.82,6,EE,1st,F,Urban,Government,2,4,0,4.41,8.99,7.54,-1.45,0
82,5.73,8.71,6.44,2,CE,4th,M,Rural,Government,5,6,0,4.22,6.34,7.79,1.45,0
95,8.68,6.73,3.94,10,EE,1st,F,Rural,Private,0,23,1,6.97,7.2,6.43,-0.77,0
54,8.01,6.95,5.26,6,IT,4th,F,Urban,Private,5,15,0,5.63,5.86,7.08,1.22,0
92,8.28,5.12,5.55,6,ME,2nd,F,Rural,Private,6,10,1,5.78,6.64,7.51,0.87,0
97,5.04,7.97,3.96,0,EE,3rd,F,Rural,Private,3,14,0,1.98,8.79,6.29,-2.5,1
83,9.64,7.31,4.64,2,BIO,1st,F,Rural,Government,3,3,1,3.32,7.14,6.19,-0.95,0
89,5.33,5.24,2.08,4,EE,4th,F,Urban,Private,2,9,1,3.04,7.24,8.0,0.76,1
60,6.83,6.04,6.08,10,IT,3rd,M,Rural,Private,4,0,0,8.04,8.95,5.92,-3.03,0
99,7.01,7.58,7.59,2,BIO,1st,M,Rural,Government,10,6,0,4.8,8.81,7.77,-1.04,0
52,5.01,9.55,4.3,6,ME,1st,M,Rural,Private,0,11,0,5.15,5.94,8.53,2.59,1
82,7.49,9.52,9.78,8,CE,3rd,M,Rural,Government,5,10,0,8.89,7.08,5.99,-1.09,0
60,8.76,5.73,0.57,6,CS,2nd,M,Rural,Private,1,10,1,3.28,9.24,8.73,-0.51,1
65,9.12,8.41,5.89,2,IT,3rd,M,Urban,Private,3,24,0,3.94,7.28,6.8,-0.48,0
67,9.4,8.65,5.84,0,CS,2nd,F,Urban,Private,5,16,1,2.92,8.31,9.96,1.65,1
79,7.44,8.85,0.36,2,ME,4th,F,Urban,Government,10,0,1,1.18,6.53,9.9,3.37,0
97,8.15,7.42,2.25,4,BIO,2nd,F,Urban,Private,10,14,0,3.12,5.3,8.99,3.69,0
59,5.4,4.06,9.06,10,ME,4th,M,Rural,Government,5,22,1,9.53,5.82,6.71,0.89,2
67,7.44,8.57,5.45,10,EE,4th,F,Rural,Private,9,24,0,7.72,7.01,9.69,2.68,0
87,5.77,4.64,4.36,8,CS,4th,F,Urban,Private,6,20,0,6.18,6.77,9.99,3.22,1
68,6.85,4.7,4.15,8,CS,4th,F,Urban,Private,0,19,0,6.08,9.48,7.31,-2.17,1
85,6.65,7.63,8.88,6,ME,1st,F,Urban,Government,5,21,0,7.44,7.73,8.07,0.34,0
62,7.12,9.9,3.67,2,BIO,4th,M,Urban,Private,8,24,1,2.84,8.14,5.03,-3.11,0
95,7.86,5.46,8.59,10,CS,1st,F,Urban,Private,7,17,0,9.3,8.44,5.22,-3.22,0
52,9.51,7.87,3.09,0,CE,1st,F,Rural,Private,7,20,1,1.54,7.66,7.5,-0.16,1
59,6.97,5.82,5.32,4,ME,4th,F,Urban,Government,10,3,1,4.66,8.85,8.05,-0.8,1
87,9.91,9.39,1.44,6,EE,2nd,M,Rural,Government,5,18,0,3.72,8.92,6.56,-2.36,0
50,8.8,7.56,8.25,2,EE,2nd,M,Rural,Private,3,4,0,5.12,6.76,5.5,-1.26,0
76,7.56,5.24,7.36,0,EE,3rd,F,Urban,Government,0,13,1,3.68,5.42,8.91,3.49,1
95,8.22,5.57,5.3,2,CS,1st,F,Rural,Government,4,22,1,3.65,9.93,7.09,-2.84,0
57,5.51,6.59,0.26,0,ME,1st,M,Rural,Private,4,12,0,0.13,8.21,8.24,0.03,2
95,9.22,4.73,4.81,2,EE,2nd,M,Rural,Government,6,18,1,3.4,8.54,8.25,-0.29,0
91,7.91,4.47,2.25,2,ME,1st,F,Rural,Government,0,18,0,2.12,8.78,7.73,-1.05,0
66,9.93,8.08,4.13,10,CS,2nd,M,Urban,Government,10,15,1,7.06,8.06,5.89,-2.17,0
58,8.18,6.44,8.56,6,CE,3rd,M,Rural,Government,5,21,1,7.28,7.35,8.08,0.73,0
55,9.17,8.36,7.7,2,CE,4th,M,Rural,Private,6,20,1,4.85,9.92,6.61,-3.31,0
